UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,year
UEI-DFO-FL-2018-0001,2018-05-29,2018-05-30,1,Torrential rain,,,,14.3584,75.4408,1.5,116730.41,3.0,,300.0,,,,DFO,4622,2018
UEI-DFO-FL-2018-0002,2018-12-06,2018-06-20,Diffing the dates,Monsoonal rain,,,,26.8948,93.3551,1.5,209440.59,20.0,,800000.0,,,,DFO,4634,2018
UEI-DFO-FL-2018-0003,2018-06-25,2018-11-07,135,Monsoonal rain,,,,33.3752,75.1439,1.0,25994.04,3.0,,0.0,,,,DFO,4640,2018
UEI-DFO-FL-2018-0004,2018-06-22,2018-02-07,Diffing the dates,Monsoonal rain,,,,20.9795,73.783,1.0,57211.12,20.0,,0.0,,,,DFO,4641,2018
UEI-DFO-FL-2018-0005,2018-06-07,2018-11-07,153,Monsoonal rain,,,,19.5656,74.5501,1.5,116871.19,1.0,,300.0,,,,DFO,4644,2018
UEI-DFO-FL-2018-0006,2018-09-07,2018-07-19,Diffing the dates,Monsoonal rain,,,,12.5238,75.6883,1.5,153840.07,12.0,,34000.0,,,,DFO,4656,2018
UEI-DFO-FL-2018-0007,2018-07-08,2018-10-08,92,Monsoonal rain,,,,9.39943,76.7275,1.5,24440.47,20.0,,1000.0,,,,DFO,4663,2018
UEI-DFO-FL-2018-0008,2018-02-08,2018-10-08,242,Monsoonal rain,,,,27.2914,94.1222,1.5,73328.62,0.0,,25000.0,,,,DFO,4665,2018
UEI-DFO-FL-2018-0009,2018-01-09,2018-07-09,181,Monsoonal rain,,,,25.7354,82.4309,1.5,70859.96,20.0,,1000.0,,,,DFO,4673,2018
UEI-DFO-FL-2018-0010,2018-08-15,2018-07-09,Diffing the dates,Monsoonal rain,,,,26.0513,94.7655,1.5,28864.54,11.0,,2000.0,,,,DFO,4675,2018
UEI-DFO-FL-2018-0011,2018-09-23,2018-02-10,Diffing the dates,Torrential rain,,,,31.3414,76.6285,1.0,114348.33,28.0,,935.0,,,,DFO,4684,2018
UEI-DFO-FL-2018-0012,2018-11-10,2018-12-10,30,Tropical cyclone,,,,17.9,83.3588,1.5,87682.57,7.0,,300000.0,,,,DFO,4686,2018
UEI-DFO-FL-2019-0001,2019-03-05,2019-07-05,122,Tropical cyclone,,,,21.5427,87.4662,1.5,123330.04,43.0,,1400000.0,,,,DFO,4746,2019
UEI-DFO-FL-2019-0002,2019-05-24,2019-05-27,3,Heavy Rain,,,,23.4991,91.5736,1.5,9467.55,0.0,,750.0,,,,DFO,4752,2019
UEI-DFO-FL-2019-0003,2019-06-27,2019-07-13,16,Monsoonal rain,,,,27.3531,94.3944,1.0,67022.92,3.0,,50000.0,,,,DFO,4772,2019
UEI-DFO-FL-2019-0004,2019-01-07,2019-05-07,120,Torrential rain,,,,20.2969,74.748,1.5,113845.85,36.0,,0.0,,,,DFO,4775,2019
UEI-DFO-FL-2019-0005,2019-06-08,2019-09-08,92,Monsoonal rain,,,,11.4575,76.0842,1.5,94518.75,0.0,,22000.0,,,,DFO,4784,2019
UEI-DFO-FL-2019-0006,2019-05-08,2019-09-08,123,Monsoonal rain,,,,19.1145,83.4825,1.5,302736.26,25.0,,112500.0,,,,DFO,4785,2019
UEI-DFO-FL-2019-0007,2019-09-13,2019-09-22,9,Monsoonal rain,,,,25.3928,74.3521,1.5,180233.95,0.0,,4500.0,,,,DFO,4798,2019
UEI-DFO-FL-2019-0008,2019-09-15,2019-09-22,7,Monsoonal rain,,,,24.1511,77.3956,1.5,236728.11,0.0,,45000.0,,,,DFO,4799,2019
UEI-DFO-FL-2019-0009,2019-10-25,2019-06-11,Diffing the dates,Heavy Rain,,,,27.0678,94.2459,1.0,106818.77,2.0,,1000.0,,,,DFO,4822,2019
UEI-DFO-FL-2019-0010,2019-11-30,2019-06-12,Diffing the dates,Heavy Rain,,,,10.8488,78.8554,1.5,104755.46,30.0,,1000.0,,,,DFO,4832,2019
UEI-EM-DAT-FL-1926-0001,1926-07-19,1926-07-19,0,Riverine flood,Bengal,,,,,,,,,,,,,EM-DAT,1926-0008,1926
UEI-EM-DAT-FL-1928-0001,1928-10-19,1928-10-19,0,,"Godavari, Vizagapatnam",,,,,,,,,,,,,EM-DAT,1928-0018,1928
UEI-EM-DAT-FL-1950-0001,1950-07-11,1950-07-11,0,Riverine flood,Saurashtra,,,,,,,,,,,,,EM-DAT,1950-0006,1950
UEI-EM-DAT-FL-1950-0002,/06/1950,/06/1950,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1950-0026,1950
UEI-EM-DAT-FL-1953-0001,/06/1953,/06/1953,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1953-0045,1953
UEI-EM-DAT-FL-1956-0001,1956-08-01,1956-08-01,0,,"Gujarat, Saurashtra, Kutch",,,,,,,,,,,,,EM-DAT,1956-0012,1956
UEI-EM-DAT-FL-1956-0002,1956-09-09,1956-09-09,0,,"Bihar, Uttar Pradesh",,,,,,,,,,,,,EM-DAT,1956-0016,1956
UEI-EM-DAT-FL-1956-0003,/10/1956,/10/1956,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1956-0046,1956
UEI-EM-DAT-FL-1957-0001,1957-09-09,1957-09-09,0,,"Madya Pradesh, Uttar Pradesh",,,,,,,,,,,,,EM-DAT,1957-0010,1957
UEI-EM-DAT-FL-1957-0002,/09/1957,/09/1957,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1957-0038,1957
UEI-EM-DAT-FL-1957-0003,/11/1957,/11/1957,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1957-0041,1957
UEI-EM-DAT-FL-1958-0001,1958-11-15,1958-11-15,0,,Madras city,,,,,,,,,,,,,EM-DAT,1958-0015,1958
UEI-EM-DAT-FL-1959-0001,1959-07-04,1959-07-04,0,,Kutch,,,,,,,,,,,,,EM-DAT,1959-0007,1959
UEI-EM-DAT-FL-1959-0002,/07/1959,/07/1959,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1959-0038,1959
UEI-EM-DAT-FL-1959-0003,/09/1959,/09/1959,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1959-0046,1959
UEI-EM-DAT-FL-1960-0001,1960-11-10,1960-11-10,0,,"Maduri, Madras City",,,,,,,,,,,,,EM-DAT,1960-0032,1960
UEI-EM-DAT-FL-1960-0002,/07/1960,/07/1960,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1960-0051,1960
UEI-EM-DAT-FL-1960-0003,/08/1960,/08/1960,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1960-0054,1960
UEI-EM-DAT-FL-1960-0004,/09/1960,/09/1960,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1960-0056,1960
UEI-EM-DAT-FL-1961-0001,/07/1961,/07/1961,Diffing the dates,,North,,,,,,,,,,,,,EM-DAT,1961-0007,1961
UEI-EM-DAT-FL-1961-0002,1961-09-06,1961-09-06,0,,"Central, West India",,,,,,,,,,,,,EM-DAT,1961-0009,1961
UEI-EM-DAT-FL-1961-0003,1961-10-09,1961-10-09,0,,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1961-0012,1961
UEI-EM-DAT-FL-1961-0004,/10/1961,/10/1961,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1961-0050,1961
UEI-EM-DAT-FL-1962-0001,/08/1962,/08/1962,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1962-0034,1962
UEI-EM-DAT-FL-1962-0002,/09/1962,/09/1962,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1962-0036,1962
UEI-EM-DAT-FL-1963-0001,/07/1963,/07/1963,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1963-0070,1963
UEI-EM-DAT-FL-1964-0001,/07/1964,/07/1964,Diffing the dates,,"Assam, Bihar, Punjab",,,,,,,,,,,,,EM-DAT,1964-0038,1964
UEI-EM-DAT-FL-1964-0002,/10/1964,/10/1964,Diffing the dates,,Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1964-0055,1964
UEI-EM-DAT-FL-1964-0003,/09/1964,/09/1964,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1964-0097,1964
UEI-EM-DAT-FL-1964-0004,/09/1964,/09/1964,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1964-0101,1964
UEI-EM-DAT-FL-1966-0001,/06/1966,/06/1966,Diffing the dates,,"Manipur, Assam",,,,,,,,,,,,,EM-DAT,1966-0046,1966
UEI-EM-DAT-FL-1967-0001,1967-09-05,1967-09-05,0,,"North, Central",,,,,,,,,,,,,EM-DAT,1967-0055,1967
UEI-EM-DAT-FL-1968-0001,1968-06-12,1968-06-12,0,,Assam,,,,,,,,,,,,,EM-DAT,1968-0051,1968
UEI-EM-DAT-FL-1968-0002,/07/1968,/07/1968,Diffing the dates,Flash flood,"(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",,,,,,,,,,,,,EM-DAT,1968-0055,1968
UEI-EM-DAT-FL-1968-0003,/08/1968,/08/1968,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1968-0124,1968
UEI-EM-DAT-FL-1968-0004,/10/1968,/10/1968,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1968-0127,1968
UEI-EM-DAT-FL-1970-0001,/07/1970,/07/1970,Diffing the dates,,"North-East, Western, North",,,,,,,,,,,,,EM-DAT,1970-0034,1970
UEI-EM-DAT-FL-1970-0002,1970-09-02,1970-09-02,0,,"Gujarat, Orissa states",,,,,,,,,,,,,EM-DAT,1970-0105,1970
UEI-EM-DAT-FL-1971-0001,/06/1971,/06/1971,Diffing the dates,,North,,,,,,,,,,,,,EM-DAT,1971-0037,1971
UEI-EM-DAT-FL-1971-0002,1971-09-09,1971-09-09,0,,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1971-0052,1971
UEI-EM-DAT-FL-1971-0003,/06/1971,/06/1971,Diffing the dates,,"Brahmaputra, Dhemaji, North Lakhimpur, Jorhat, Tezpur sub-divisions",,,,,,,,,,,,,EM-DAT,1971-0116,1971
UEI-EM-DAT-FL-1974-0001,/06/1974,/06/1974,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1974-0128,1974
UEI-EM-DAT-FL-1974-0002,1974-07-02,1974-07-02,0,,"Tinsukia, Dhemaji, Nowgong, Majuli, Jorhat, Dhubri",,,,,,,,,,,,,EM-DAT,1974-0129,1974
UEI-EM-DAT-FL-1975-0001,/07/1975,/07/1975,Diffing the dates,,"Northwest, Bihar",,,,,,,,,,,,,EM-DAT,1975-0037,1975
UEI-EM-DAT-FL-1977-0001,/08/1977,/08/1977,Diffing the dates,Riverine flood,Ganges region,,,,,,,,,,,,,EM-DAT,1977-0094,1977
UEI-EM-DAT-FL-1977-0002,/10/1977,/10/1977,Diffing the dates,,Tamil Nadu,,,,,,,,,,,,,EM-DAT,1977-0121,1977
UEI-EM-DAT-FL-1978-0001,/07/1978,/07/1978,Diffing the dates,,"North, Northeast",,,,,,,,,,,,,EM-DAT,1978-0087,1978
UEI-EM-DAT-FL-1978-0002,/09/1978,/09/1978,Diffing the dates,,West Bengal,,,,,,,,,,,,,EM-DAT,1978-0111,1978
UEI-EM-DAT-FL-1979-0001,/07/1979,/07/1979,Diffing the dates,,"North West, North, North East",,,,,,,,,,,,,EM-DAT,1979-0060,1979
UEI-EM-DAT-FL-1979-0002,/10/1979,/10/1979,Diffing the dates,,Assam,,,,,,,,,,,,,EM-DAT,1979-0093,1979
UEI-EM-DAT-FL-1979-0003,/11/1979,/11/1979,Diffing the dates,,Tamil Nadu,,,,,,,,,,,,,EM-DAT,1979-0100,1979
UEI-EM-DAT-FL-1979-0004,1979-08-25,1979-08-25,0,,"Uttar Pradesh, Bihar, West Bengal",,,,,,,,,,,,,EM-DAT,1979-0225,1979
UEI-EM-DAT-FL-1980-0001,/07/1980,/07/1980,Diffing the dates,,Assam,,,,,,,,,,,,,EM-DAT,1980-0057,1980
UEI-EM-DAT-FL-1980-0002,/07/1980,/07/1980,Diffing the dates,,Gujarat,,,,,,,,,,,,,EM-DAT,1980-0062,1980
UEI-EM-DAT-FL-1980-0003,/08/1980,/08/1980,Diffing the dates,,"Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",,,,,,,,,,,,,EM-DAT,1980-0074,1980
UEI-EM-DAT-FL-1980-0004,/09/1980,/09/1980,Diffing the dates,,Orissa,,,,,,,,,,,,,EM-DAT,1980-0085,1980
UEI-EM-DAT-FL-1980-0005,/07/1980,/07/1980,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1980-0324,1980
UEI-EM-DAT-FL-1981-0001,1981-07-04,1981-07-04,0,,,,,,,,,,,,,,,EM-DAT,1981-0063,1981
UEI-EM-DAT-FL-1982-0001,/08/1982,/08/1982,Diffing the dates,,Northeast,,,,,,,,,,,,,EM-DAT,1982-0087,1982
UEI-EM-DAT-FL-1982-0002,/06/1982,/06/1982,Diffing the dates,,North-East region,,,,,,,,,,,,,EM-DAT,1982-0314,1982
UEI-EM-DAT-FL-1983-0001,/07/1983,/07/1983,Diffing the dates,,"Upper Assama, Central Sikkim",,,,,,,,,,,,,EM-DAT,1983-0089,1983
UEI-EM-DAT-FL-1983-0002,/08/1983,/08/1983,Diffing the dates,,Central - Western,,,,,,,,,,,,,EM-DAT,1983-0102,1983
UEI-EM-DAT-FL-1983-0003,/12/1983,/12/1983,Diffing the dates,,Tamil Nadu,,,,,,,,,,,,,EM-DAT,1983-0153,1983
UEI-EM-DAT-FL-1983-0004,/09/1983,/09/1983,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1983-0507,1983
UEI-EM-DAT-FL-1984-0001,/05/1984,/05/1984,Diffing the dates,,North-East states,,,,,,,,,,,,,EM-DAT,1984-0040,1984
UEI-EM-DAT-FL-1984-0002,1984-06-25,1984-06-25,0,,"West Bengal, Uttar Pradesh, Assam, Bihar",,,,,,,,,,,,,EM-DAT,1984-0318,1984
UEI-EM-DAT-FL-1984-0003,1984-08-16,1984-08-16,0,Flash flood,Ladakh area,,,,,,,,,,,,,EM-DAT,1984-0322,1984
UEI-EM-DAT-FL-1984-0004,/08/1984,/08/1984,Diffing the dates,,"W Bengal, Uttar Pradesh & Orissa",,,,,,,,,,,,,EM-DAT,1984-0323,1984
UEI-EM-DAT-FL-1984-0005,/09/1984,/09/1984,Diffing the dates,,North-East region,,,,,,,,,,,,,EM-DAT,1984-0325,1984
UEI-EM-DAT-FL-1985-0001,/06/1985,/06/1985,Diffing the dates,,Punjab (Western),,,,,,,,,,,,,EM-DAT,1985-0067,1985
UEI-EM-DAT-FL-1985-0002,/06/1985,/06/1985,Diffing the dates,,"Uttar Pradesh,  West Bengal, Punjab (North, North-West, East India)",,,,,,,,,,,,,EM-DAT,1985-0068,1985
UEI-EM-DAT-FL-1985-0003,1985-11-12,1985-11-12,0,,Tamil Nadu,,,,,,,,,,,,,EM-DAT,1985-0131,1985
UEI-EM-DAT-FL-1985-0004,/09/1985,/09/1985,Diffing the dates,Riverine flood,"Uttar Pradesh, Bihar",,,,,,,,,,,,,EM-DAT,1985-0317,1985
UEI-EM-DAT-FL-1985-0005,1985-06-23,1985-06-23,0,Riverine flood,"Kerala, Assam, Bombay, Karnataka, Goa states",,,,,,,,,,,,,EM-DAT,1985-0343,1985
UEI-EM-DAT-FL-1986-0001,/08/1986,/08/1986,Diffing the dates,Riverine flood,Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1986-0085,1986
UEI-EM-DAT-FL-1986-0002,1986-10-10,1986-10-10,0,,,,,,,,,,,,,,,EM-DAT,1986-0239,1986
UEI-EM-DAT-FL-1986-0003,//1986,//1986,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1986-0385,1986
UEI-EM-DAT-FL-1987-0001,/08/1987,/08/1987,Diffing the dates,Riverine flood,"Assam, Bihar, West Bengal",,,,,,,,,,,,,EM-DAT,1987-0137,1987
UEI-EM-DAT-FL-1987-0002,/05/1987,/05/1987,Diffing the dates,, Cachemire,,,,,,,,,,,,,EM-DAT,1987-0386,1987
UEI-EM-DAT-FL-1987-0003,1987-07-09,1987-07-09,0,, Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1987-0394,1987
UEI-EM-DAT-FL-1987-0004,1987-09-18,1987-09-18,0,,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1987-0410,1987
UEI-EM-DAT-FL-1988-0001,/06/1988,/06/1988,Diffing the dates,Riverine flood,"Bihar, West Bengal, Assam",,,,,,,,,,,,,EM-DAT,1988-0244,1988
UEI-EM-DAT-FL-1988-0002,1988-09-22,1988-10-09,17,Riverine flood,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",,,,,,,,,,,,,EM-DAT,1988-0438,1988
UEI-EM-DAT-FL-1988-0003,/08/1988,/08/1988,Diffing the dates,,"Uttar Pradesh, Assam, Bihar, West Bengal, Arunachal Pradesh",,,,,,,,,,,,,EM-DAT,1988-0703,1988
UEI-EM-DAT-FL-1989-0001,1989-07-28,1989-07-28,0,Riverine flood,"Maharashtra, Andhra Pradesh, Gujarat",,,,,,,,,,,,,EM-DAT,1989-0091,1989
UEI-EM-DAT-FL-1989-0002,/08/1989,/08/1989,Diffing the dates,Riverine flood,"Assam, Arunachal Pradesh, Manipur, Mizorem",,,,,,,,,,,,,EM-DAT,1989-0260,1989
UEI-EM-DAT-FL-1990-0001,1990-03-21,1990-03-22,1,Flash flood,"Jammu, Kargil district (Kashmir)",,,,,,,,,,,,,EM-DAT,1990-0103,1990
UEI-EM-DAT-FL-1990-0002,1990-10-24,1990-10-28,4,Riverine flood,Tami Nadu state,,,,,,,,,,,,,EM-DAT,1990-0414,1990
UEI-EM-DAT-FL-1990-0003,/08/1990,/08/1990,Diffing the dates,,,,,,,,,,,,,,,EM-DAT,1990-0589,1990
UEI-EM-DAT-FL-1990-0004,1990-06-13,1990-06-18,5,Riverine flood,Bombay (Assam state),,,,,,,,,,,,,EM-DAT,1990-0714,1990
UEI-EM-DAT-FL-1991-0001,1991-07-13,1991-07-19,6,Coastal flood,"Assam, Meghalaya states",,,,,,,,,,,,,EM-DAT,1991-0189,1991
UEI-EM-DAT-FL-1991-0002,1991-06-10,1991-06-12,2,Riverine flood,"Bombay, Kerala, Gujarat",,,,,,,,,,,,,EM-DAT,1991-0278,1991
UEI-EM-DAT-FL-1991-0003,1991-05-07,1991-05-08,1,Coastal flood,"Assam, Tripura, Arunachal, Mizorem",,,,,,,,,,,,,EM-DAT,1991-0338,1991
UEI-EM-DAT-FL-1991-0004,1991-10-30,1991-10-30,0,Riverine flood, Near Thondebhavi (Karnataka),,,,,,,,,,,,,EM-DAT,1991-0431,1991
UEI-EM-DAT-FL-1991-0005,1991-06-01,1991-07-09,38,Riverine flood,Kerala state,,,,,,,,,,,,,EM-DAT,1991-0509,1991
UEI-EM-DAT-FL-1991-0006,1991-07-30,1991-07-30,0,Riverine flood,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",,,,,,,,,,,,,EM-DAT,1991-0527,1991
UEI-EM-DAT-FL-1991-0007,1991-08-15,1991-08-29,14,Riverine flood,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",,,,,,,,,,,,,EM-DAT,1991-0532,1991
UEI-EM-DAT-FL-1991-0008,1991-09-14,1991-09-15,1,Riverine flood,West Bengal state,,,,,,,,,,,,,EM-DAT,1991-0766,1991
UEI-EM-DAT-FL-1992-0001,1992-09-08,31/09/1992,Diffing the dates,Riverine flood,"Uttar Pradesh, Jammu, Madhya Pradesh",,,,,,,,,,,,,EM-DAT,1992-0083,1992
UEI-EM-DAT-FL-1992-0002,1992-10-08,1992-10-08,0,Riverine flood,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",,,,,,,,,,,,,EM-DAT,1992-0147,1992
UEI-EM-DAT-FL-1992-0003,1992-07-26,1992-07-31,5,Riverine flood,Orissa state,,,,,,,,,,,,,EM-DAT,1992-0333,1992
UEI-EM-DAT-FL-1992-0004,1992-11-10,1992-11-10,0,,"Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",,,,,,,,,,,,,EM-DAT,1992-0483,1992
UEI-EM-DAT-FL-1992-0005,/09/1992,/09/1992,Diffing the dates,Riverine flood,"Banda, Allahbad, Kanpur (Uttar Pradesh)",,,,,,,,,,,,,EM-DAT,1992-0546,1992
UEI-EM-DAT-FL-1993-0001,1993-07-08,1993-07-31,23,,"Punjab, Haryana, Himachal Pradesh,  Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam  states",,,,,,,,,,,,,EM-DAT,1993-0042,1993
UEI-EM-DAT-FL-1993-0002,1993-10-11,1993-10-21,10,Flash flood,Karnataka state,,,,,,,,,,,,,EM-DAT,1993-0218,1993
UEI-EM-DAT-FL-1993-0003,1993-09-09,1993-09-17,8,Riverine flood,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1993-0325,1993
UEI-EM-DAT-FL-1993-0004,/05/1993,/05/1993,Diffing the dates,Riverine flood,"Tripura, Karamganj (Assam)",,,,,,,,,,,,,EM-DAT,1993-0326,1993
UEI-EM-DAT-FL-1993-0005,/07/1993,/07/1993,Diffing the dates,Riverine flood,Himachal Pradesh,,,,,,,,,,,,,EM-DAT,1993-0570,1993
UEI-EM-DAT-FL-1994-0001,/05/1994,/10/1994,Diffing the dates,,"Assam, Arunachal Pradesh, Jammu and Kashmir, Himachal, Punjab, Uttar Pradesh, Goa, Kerala, Gujarat states",,,,,,,,,,,,,EM-DAT,1994-0068,1994
UEI-EM-DAT-FL-1994-0002,1994-08-17,1994-08-17,0,Riverine flood,New Delhi,,,,,,,,,,,,,EM-DAT,1994-0763,1994
UEI-EM-DAT-FL-1995-0001,1995-09-01,1995-09-20,19,Riverine flood,"Bihar, Haryana, Punjab, Rajasthan, Himachal Pradesh, Jammu and Kasmir, Uttar Pradesh, West Bengal, Maharashtra states",,,,,,,,,,,,,EM-DAT,1995-0228,1995
UEI-EM-DAT-FL-1995-0002,1995-09-05,1995-09-08,3,Riverine flood,Sikkim state,,,,,,,,,,,,,EM-DAT,1995-0485,1995
UEI-EM-DAT-FL-1995-0003,1995-10-23,1995-10-23,0,Riverine flood,Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1995-0491,1995
UEI-EM-DAT-FL-1996-0001,1996-08-23,1996-08-23,0,,Jammu & Kashmir state,,,,,,,,,,,,,EM-DAT,1996-0181,1996
UEI-EM-DAT-FL-1996-0002,1996-07-11,1996-07-11,0,,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1996-0183,1996
UEI-EM-DAT-FL-1996-0003,1996-10-21,1996-10-25,4,Riverine flood,"Tamil Nadu, Andhra Pradesh, Kerala, Karnataka states",,,,,,,,,,,,,EM-DAT,1996-0245,1996
UEI-EM-DAT-FL-1996-0004,1996-07-10,1996-07-24,14,Riverine flood,"West Bengal, Arunachal Pradesh, Assam",,,,,,,,,,,,,EM-DAT,1996-0496,1996
UEI-EM-DAT-FL-1996-0005,1996-08-25,1996-09-01,7,,"Bihar, Assam, Gujarat, Haryana, Kerala, Rajasthan, Uttar Pradesh",,,,,,,,,,,,,EM-DAT,1996-0501,1996
UEI-EM-DAT-FL-1996-0006,1996-07-17,1996-08-10,24,Riverine flood,"Kishanganj, Darbhanga, Sitamarhi, Saharsa districts (Bihar state)",,,,,,,,,,,,,EM-DAT,1996-0503,1996
UEI-EM-DAT-FL-1997-0001,1997-08-08,1997-08-14,6,Riverine flood,"Chandigarh, Chirgaon, Himalayan state of Himachal Pradesh.",,,,,,,,,,,,,EM-DAT,1997-0170,1997
UEI-EM-DAT-FL-1997-0002,1997-08-22,1997-08-22,0,Coastal flood,Coastal districts of West Bengal  (no better info),,,,,,,,,,,,,EM-DAT,1997-0182,1997
UEI-EM-DAT-FL-1997-0003,/09/1997,/09/1997,Diffing the dates,,"Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Maharashtra, Madyha Pradesh, Orissa, Punjab, Rajasthan, Sikkim, Uttar Pradesh, West Bengal states",,,,,,,,,,,,,EM-DAT,1997-0260,1997
UEI-EM-DAT-FL-1997-0004,1997-06-22,1997-06-28,6,Riverine flood,"Mehsana, Gandhi Nagar, Ahmedabad, Kheda, Sabarkanda, Vadodra, Banaskanda, Surender Nagar districts (Gujarat state)",,,,,,,,,,,,,EM-DAT,1997-0337,1997
UEI-EM-DAT-FL-1997-0005,/08/1997,/08/1997,Diffing the dates,,West,,,,,,,,,,,,,EM-DAT,1997-0348,1997
UEI-EM-DAT-FL-1997-0006,1997-09-19,1997-09-24,5,Riverine flood,Guntoor (Guntur) and Prakasham districts (Andhra Pradesh),,,,,,,,,,,,,EM-DAT,1997-0357,1997
UEI-EM-DAT-FL-1998-0001,/08/1998,/08/1998,Diffing the dates,,"Assam, Arunachal, Bihar, Kerala, Meghalaya, Punjab, Sikkim, Uttar Pradesh, West Bengal states",,,,,,,,,,,,,EM-DAT,1998-0392,1998
UEI-EM-DAT-FL-1998-0002,1998-09-16,1998-09-18,2,Flash flood,"Gujarat, Maharashtra states",,,,,,,,,,,,,EM-DAT,1998-0449,1998
UEI-EM-DAT-FL-1998-0003,1998-09-20,1998-09-20,0,,"Andhra Pradesh, Hyderabad",,,,,,,,,,,,,EM-DAT,1998-0450,1998
UEI-EM-DAT-FL-1999-0001,1999-07-11,1999-08-03,23,Riverine flood,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",,,,,,,,,,,,,EM-DAT,1999-0213,1999
UEI-EM-DAT-FL-1999-0002,/09/1999,/09/1999,Diffing the dates,,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",,,,,,,,,,,,,EM-DAT,1999-0371,1999
UEI-EM-DAT-FL-2000-0001,2000-06-10,2000-06-10,0,Flash flood,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province),

",,,,,,,,,,,,,EM-DAT,2000-0332,2000
UEI-EM-DAT-FL-2000-0002,/07/2000,/07/2000,Diffing the dates,Flash flood,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",,,,,,,,,,,,,EM-DAT,2000-0444,2000
UEI-EM-DAT-FL-2000-0003,2000-08-02,2000-08-30,28,Riverine flood,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",,,,,,,,,,,,,EM-DAT,2000-0445,2000
UEI-EM-DAT-FL-2000-0004,2000-08-23,2000-08-31,8,Flash flood,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",,,,,,,,,,,,,EM-DAT,2000-0534,2000
